workerid,proliferate.condition,chosen_continuation,exp_continuation,id,order,prompt,response,type,unexp_continuation,catch_trials,condition,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,subject_information.other_language,subject_information.problems,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
965,cond118,It's not a big deal.,It's not a big deal.,8_cake_doubt,1,I doubt that Michael baked a cake.,exp,doubt,It was the best thing at the picnic.,[],118,21,Confused,,2,1,,Female,,,,Chrome,Mac,800,1280,1.3287666666666669,
965,cond118,and a helmet online.,and a helmet online.,filler_1,0,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],118,21,Confused,,2,1,,Female,,,,Chrome,Mac,800,1280,1.3287666666666669,
965,cond118,The cod made a great dinner.,The cod made a great dinner.,11_cod_failed_managed_ref,1,Sarah failed to catch a bass but managed to catch a cod.,exp,failed_managed,The bass made a great dinner.,[],118,21,Confused,,2,1,,Female,,,,Chrome,Mac,800,1280,1.3287666666666669,
874,cond118,and sugar for breakfast.,and sugar for breakfast.,practice_1,0,Peter had a coffee with milk,exp,filler,and socks in the drawer.,[],118,23,Yes,,3,2,$.50,Female,English,,no,Safari,Mac,900,1440,1.3075666666666668,
874,cond118,She enjoyed the songs in the final act the most.,She enjoyed the songs in the final act the most.,practice_2,0,Pam saw a show on Broadway.,exp,filler,She watered the plants with rainwater.,[],118,23,Yes,,3,2,$.50,Female,English,,no,Safari,Mac,900,1440,1.3075666666666668,
874,cond118,The cod made a great dinner.,The cod made a great dinner.,11_cod_failed_managed_ref,1,Sarah failed to catch a bass but managed to catch a cod.,exp,failed_managed,The bass made a great dinner.,[],118,23,Yes,,3,2,$.50,Female,English,,no,Safari,Mac,900,1440,1.3075666666666668,
874,cond118,It is the most beautiful building I have ever seen.,It is the most beautiful building I have ever seen.,16_house_managed,0,Lisa managed to build a house.,exp,managed,It's not a big deal.,[],118,23,Yes,,3,2,$.50,Female,English,,no,Safari,Mac,900,1440,1.3075666666666668,
874,cond118,and a helmet online.,and a helmet online.,filler_1,0,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],118,23,Yes,,3,2,$.50,Female,English,,no,Safari,Mac,900,1440,1.3075666666666668,
874,cond118,to win the game.,to win the game.,filler_2,0,Jane bet on her favorite basketball team,exp,filler,to give birth to four kittens.,[],118,23,Yes,,3,2,$.50,Female,English,,no,Safari,Mac,900,1440,1.3075666666666668,
874,cond118,The shirt that she tried on didn't fit.,The shirt that she tried on didn't fit.,5_shirt_modal_affirmative_nonref,0,Mary wanted to find a shirt at the store but she found a hat.,exp,modal_affirmative,The hat that she tried on didn't fit.,[],118,23,Yes,,3,2,$.50,Female,English,,no,Safari,Mac,900,1440,1.3075666666666668,
874,cond118,It was the best thing at the picnic.,It's not a big deal.,8_cake_doubt,1,I doubt that Michael baked a cake.,unexp,doubt,It was the best thing at the picnic.,[],118,23,Yes,,3,2,$.50,Female,English,,no,Safari,Mac,900,1440,1.3075666666666668,
1170,cond39,and sugar for breakfast.,and sugar for breakfast.,practice_1,1,Peter had a coffee with milk,exp,filler,and socks in the drawer.,[],39,50,Yes,,4,2,maybe,Male,English,none,no,Chrome,Linux,768,1366,1.83915,
1170,cond39,She enjoyed the songs in the final act the most.,She enjoyed the songs in the final act the most.,practice_2,1,Pam saw a show on Broadway.,exp,filler,She watered the plants with rainwater.,[],39,50,Yes,,4,2,maybe,Male,English,none,no,Chrome,Linux,768,1366,1.83915,
1170,cond39,and a helmet online.,and a helmet online.,filler_1,0,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],39,50,Yes,,4,2,maybe,Male,English,none,no,Chrome,Linux,768,1366,1.83915,
1170,cond39,The book that she was planning to write would have been about unions.,The book that she was planning to write would have been about unions.,4_book_failed_managed_nonref,1,Susan failed to write a book but managed to write an article for the New Yorker.,exp,failed_managed,The article that she was planning to write would have been about unions.,[],39,50,Yes,,4,2,maybe,Male,English,none,no,Chrome,Linux,768,1366,1.83915,
1170,cond39,"The jar was at least 3,000 years old.","The bone was at least 3,000 years old.",15_bone_modal_affirmative_ref,0,David wanted to discover a bone on his archaeological expedition but he discovered an old jar.,unexp,modal_affirmative,"The jar was at least 3,000 years old.",[],39,50,Yes,,4,2,maybe,Male,English,none,no,Chrome,Linux,768,1366,1.83915,
1170,cond39,to win the game.,to win the game.,filler_2,0,Jane bet on her favorite basketball team,exp,filler,to give birth to four kittens.,[],39,50,Yes,,4,2,maybe,Male,English,none,no,Chrome,Linux,768,1366,1.83915,
1170,cond39,It made a fantastic dinner.,It made a fantastic dinner.,11_cod_managed,0,Sarah managed to catch a cod.,exp,managed,It's not a big deal.,[],39,50,Yes,,4,2,maybe,Male,English,none,no,Chrome,Linux,768,1366,1.83915,
1170,cond39,It's not a big deal.,It's not a big deal.,3_bear_doubt,0,I doubt that Carol saw a bear at the zoo.,exp,doubt,It was taller than she expected.,[],39,50,Yes,,4,2,maybe,Male,English,none,no,Chrome,Linux,768,1366,1.83915,
897,cond39,and sugar for breakfast.,and sugar for breakfast.,practice_1,0,Peter had a coffee with milk,exp,filler,and socks in the drawer.,[],39,29,Yes,,3,2,$1,Female,English ,None ,No,Chrome,Linux,800,360,3.1472,
897,cond39,She enjoyed the songs in the final act the most.,She enjoyed the songs in the final act the most.,practice_2,0,Pam saw a show on Broadway.,exp,filler,She watered the plants with rainwater.,[],39,29,Yes,,3,2,$1,Female,English ,None ,No,Chrome,Linux,800,360,3.1472,
897,cond39,It's not a big deal.,It's not a big deal.,3_bear_doubt,0,I doubt that Carol saw a bear at the zoo.,exp,doubt,It was taller than she expected.,[],39,29,Yes,,3,2,$1,Female,English ,None ,No,Chrome,Linux,800,360,3.1472,
897,cond39,"The jar was at least 3,000 years old.","The bone was at least 3,000 years old.",15_bone_modal_affirmative_ref,1,David wanted to discover a bone on his archaeological expedition but he discovered an old jar.,unexp,modal_affirmative,"The jar was at least 3,000 years old.",[],39,29,Yes,,3,2,$1,Female,English ,None ,No,Chrome,Linux,800,360,3.1472,
897,cond39,and a helmet online.,and a helmet online.,filler_1,0,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],39,29,Yes,,3,2,$1,Female,English ,None ,No,Chrome,Linux,800,360,3.1472,
897,cond39,The book that she was planning to write would have been about unions.,The book that she was planning to write would have been about unions.,4_book_failed_managed_nonref,0,Susan failed to write a book but managed to write an article for the New Yorker.,exp,failed_managed,The article that she was planning to write would have been about unions.,[],39,29,Yes,,3,2,$1,Female,English ,None ,No,Chrome,Linux,800,360,3.1472,
897,cond39,It made a fantastic dinner.,It made a fantastic dinner.,11_cod_managed,0,Sarah managed to catch a cod.,exp,managed,It's not a big deal.,[],39,29,Yes,,3,2,$1,Female,English ,None ,No,Chrome,Linux,800,360,3.1472,
897,cond39,to win the game.,to win the game.,filler_2,1,Jane bet on her favorite basketball team,exp,filler,to give birth to four kittens.,[],39,29,Yes,,3,2,$1,Female,English ,None ,No,Chrome,Linux,800,360,3.1472,
1311,cond39,and sugar for breakfast.,and sugar for breakfast.,practice_1,0,Peter had a coffee with milk,exp,filler,and socks in the drawer.,[],39,22,Yes,N/A,3,1,40 cents,Male,English,,No,Safari,Mac,900,1440,1.3740333333333334,
1311,cond39,She enjoyed the songs in the final act the most.,She enjoyed the songs in the final act the most.,practice_2,0,Pam saw a show on Broadway.,exp,filler,She watered the plants with rainwater.,[],39,22,Yes,N/A,3,1,40 cents,Male,English,,No,Safari,Mac,900,1440,1.3740333333333334,
1311,cond39,to win the game.,to win the game.,filler_2,1,Jane bet on her favorite basketball team,exp,filler,to give birth to four kittens.,[],39,22,Yes,N/A,3,1,40 cents,Male,English,,No,Safari,Mac,900,1440,1.3740333333333334,
1311,cond39,It was taller than she expected.,It's not a big deal.,3_bear_doubt,1,I doubt that Carol saw a bear at the zoo.,unexp,doubt,It was taller than she expected.,[],39,22,Yes,N/A,3,1,40 cents,Male,English,,No,Safari,Mac,900,1440,1.3740333333333334,
1311,cond39,and a helmet online.,and a helmet online.,filler_1,0,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],39,22,Yes,N/A,3,1,40 cents,Male,English,,No,Safari,Mac,900,1440,1.3740333333333334,
1311,cond39,It made a fantastic dinner.,It made a fantastic dinner.,11_cod_managed,1,Sarah managed to catch a cod.,exp,managed,It's not a big deal.,[],39,22,Yes,N/A,3,1,40 cents,Male,English,,No,Safari,Mac,900,1440,1.3740333333333334,
1311,cond39,"The bone was at least 3,000 years old.","The bone was at least 3,000 years old.",15_bone_modal_affirmative_ref,1,David wanted to discover a bone on his archaeological expedition but he discovered an old jar.,exp,modal_affirmative,"The jar was at least 3,000 years old.",[],39,22,Yes,N/A,3,1,40 cents,Male,English,,No,Safari,Mac,900,1440,1.3740333333333334,
1311,cond39,The book that she was planning to write would have been about unions.,The book that she was planning to write would have been about unions.,4_book_failed_managed_nonref,0,Susan failed to write a book but managed to write an article for the New Yorker.,exp,failed_managed,The article that she was planning to write would have been about unions.,[],39,22,Yes,N/A,3,1,40 cents,Male,English,,No,Safari,Mac,900,1440,1.3740333333333334,
1037,cond39,and sugar for breakfast.,and sugar for breakfast.,practice_1,0,Peter had a coffee with milk,exp,filler,and socks in the drawer.,[],39,23,Yes,,3,1,1,Male,English,,,Safari,iPhone/iPod,896,414,2.427416666666667,
1037,cond39,She enjoyed the songs in the final act the most.,She enjoyed the songs in the final act the most.,practice_2,0,Pam saw a show on Broadway.,exp,filler,She watered the plants with rainwater.,[],39,23,Yes,,3,1,1,Male,English,,,Safari,iPhone/iPod,896,414,2.427416666666667,
1037,cond39,It was taller than she expected.,It's not a big deal.,3_bear_doubt,1,I doubt that Carol saw a bear at the zoo.,unexp,doubt,It was taller than she expected.,[],39,23,Yes,,3,1,1,Male,English,,,Safari,iPhone/iPod,896,414,2.427416666666667,
1037,cond39,It made a fantastic dinner.,It made a fantastic dinner.,11_cod_managed,0,Sarah managed to catch a cod.,exp,managed,It's not a big deal.,[],39,23,Yes,,3,1,1,Male,English,,,Safari,iPhone/iPod,896,414,2.427416666666667,
1037,cond39,and a helmet online.,and a helmet online.,filler_1,0,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],39,23,Yes,,3,1,1,Male,English,,,Safari,iPhone/iPod,896,414,2.427416666666667,
1037,cond39,to win the game.,to win the game.,filler_2,1,Jane bet on her favorite basketball team,exp,filler,to give birth to four kittens.,[],39,23,Yes,,3,1,1,Male,English,,,Safari,iPhone/iPod,896,414,2.427416666666667,
1037,cond39,The book that she was planning to write would have been about unions.,The book that she was planning to write would have been about unions.,4_book_failed_managed_nonref,0,Susan failed to write a book but managed to write an article for the New Yorker.,exp,failed_managed,The article that she was planning to write would have been about unions.,[],39,23,Yes,,3,1,1,Male,English,,,Safari,iPhone/iPod,896,414,2.427416666666667,
1037,cond39,"The jar was at least 3,000 years old.","The bone was at least 3,000 years old.",15_bone_modal_affirmative_ref,0,David wanted to discover a bone on his archaeological expedition but he discovered an old jar.,unexp,modal_affirmative,"The jar was at least 3,000 years old.",[],39,23,Yes,,3,1,1,Male,English,,,Safari,iPhone/iPod,896,414,2.427416666666667,
781,cond39,and sugar for breakfast.,and sugar for breakfast.,practice_1,1,Peter had a coffee with milk,exp,filler,and socks in the drawer.,[],39,19,Yes,,1,1,1,Female,English,Haitian kreyol,,Chrome,Linux,851,393,3.6976,
781,cond39,She enjoyed the songs in the final act the most.,She enjoyed the songs in the final act the most.,practice_2,0,Pam saw a show on Broadway.,exp,filler,She watered the plants with rainwater.,[],39,19,Yes,,1,1,1,Female,English,Haitian kreyol,,Chrome,Linux,851,393,3.6976,
781,cond39,It made a fantastic dinner.,It made a fantastic dinner.,11_cod_managed,0,Sarah managed to catch a cod.,exp,managed,It's not a big deal.,[],39,19,Yes,,1,1,1,Female,English,Haitian kreyol,,Chrome,Linux,851,393,3.6976,
781,cond39,to win the game.,to win the game.,filler_2,1,Jane bet on her favorite basketball team,exp,filler,to give birth to four kittens.,[],39,19,Yes,,1,1,1,Female,English,Haitian kreyol,,Chrome,Linux,851,393,3.6976,
781,cond39,It was taller than she expected.,It's not a big deal.,3_bear_doubt,1,I doubt that Carol saw a bear at the zoo.,unexp,doubt,It was taller than she expected.,[],39,19,Yes,,1,1,1,Female,English,Haitian kreyol,,Chrome,Linux,851,393,3.6976,
781,cond39,The book that she was planning to write would have been about unions.,The book that she was planning to write would have been about unions.,4_book_failed_managed_nonref,1,Susan failed to write a book but managed to write an article for the New Yorker.,exp,failed_managed,The article that she was planning to write would have been about unions.,[],39,19,Yes,,1,1,1,Female,English,Haitian kreyol,,Chrome,Linux,851,393,3.6976,
781,cond39,and a helmet online.,and a helmet online.,filler_1,0,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],39,19,Yes,,1,1,1,Female,English,Haitian kreyol,,Chrome,Linux,851,393,3.6976,
781,cond39,"The jar was at least 3,000 years old.","The bone was at least 3,000 years old.",15_bone_modal_affirmative_ref,0,David wanted to discover a bone on his archaeological expedition but he discovered an old jar.,unexp,modal_affirmative,"The jar was at least 3,000 years old.",[],39,19,Yes,,1,1,1,Female,English,Haitian kreyol,,Chrome,Linux,851,393,3.6976,
1029,cond22,and sugar for breakfast.,and sugar for breakfast.,practice_1,0,Peter had a coffee with milk,exp,filler,and socks in the drawer.,[],22,31,Yes,,3,1,yes,Female,english,,,Chrome,Windows,1440,2560,1.303,
1029,cond22,She enjoyed the songs in the final act the most.,She enjoyed the songs in the final act the most.,practice_2,1,Pam saw a show on Broadway.,exp,filler,She watered the plants with rainwater.,[],22,31,Yes,,3,1,yes,Female,english,,,Chrome,Windows,1440,2560,1.303,
1029,cond22,The rat that she saw at the store was too aggressive.,The rat that she saw at the store was too aggressive.,6_rat_modal_affirmative_nonref,1,Carla wanted to get a pet rat but she got a bird.,exp,modal_affirmative,The bird that she saw at the store was too aggressive.,[],22,31,Yes,,3,1,yes,Female,english,,,Chrome,Windows,1440,2560,1.303,
1029,cond22,to win the game.,to win the game.,filler_2,0,Jane bet on her favorite basketball team,exp,filler,to give birth to four kittens.,[],22,31,Yes,,3,1,yes,Female,english,,,Chrome,Windows,1440,2560,1.303,
1029,cond22,and a helmet online.,and a helmet online.,filler_1,0,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],22,31,Yes,,3,1,yes,Female,english,,,Chrome,Windows,1440,2560,1.303,
1029,cond22,The ticket was cheaper than he expected.,The ticket was cheaper than he expected.,12_ticket_failed_managed_ref,0,Thomas failed to book a hotel room in advance but managed to book a ticket.,exp,failed_managed,The room was cheaper than he expected.,[],22,31,Yes,,3,1,yes,Female,english,,,Chrome,Windows,1440,2560,1.303,
1029,cond22,It was very colorful.,It was very colorful.,10_hat_managed,0,Chris managed to knit a hat.,exp,managed,It's not a big deal.,[],22,31,Yes,,3,1,yes,Female,english,,,Chrome,Windows,1440,2560,1.303,
